CustomerID,Gender,Age,Region,MembershipLevel,VisitCount,AveragePurchaseAmount,TotalPurchaseAmount,SatisfactionScore,LastPurchaseDate,CouponUsed,PreferredCategory,SignupDate,Email,PurchaseStatus,AgeGroup,PurchaseGrade,RecenctPurchaseDays,SignedDays,AmountPerVisit
CUST100212,F,34.0,Daejeon,Basic,14,117500.0,757800.0,1.9,2026-02-21,Y,Electronics,2022-08-01,customer212@example.com,1,30,3,100,1400,54128
CUST100011,M,35.0,Gwangju,Basic,7,105600.0,219200.0,3.8,2026-05-17,N,Electronics,2022-03-06,customer11@example.com,0,30,2,15,1548,31314
CUST101332,F,50.0,Gyeonggi,Silver,9,105900.0,362300.0,3.9,2026-03-25,Y,Sports,2023-12-04,customer1332@example.com,0,50,2,68,910,40255
CUST100682,F,18.0,Seoul,Silver,15,99900.0,537300.0,3.1,2026-04-05,N,Fashion,2023-10-13,customer682@example.com,0,10,3,57,962,35820
CUST100990,M,30.0,Seoul,Silver,11,182600.0,561700.0,4.3,2026-02-27,Y,Electronics,2025-08-30,customer990@example.com,1,30,3,94,275,51063
CUST100921,M,46.0,Daejeon,Basic,7,101800.0,298800.0,5.0,2026-05-21,N,Home,2022-10-14,customer921@example.com,1,40,2,11,1326,42685
CUST100335,F,44.0,Gyeonggi,Gold,10,234200.0,811500.0,4.6,2025-11-09,Y,Electronics,2021-07-09,customer335@example.com,1,40,3,204,1788,81150
CUST101464,F,24.0,Incheon,Silver,10,134200.0,744700.0,3.5,2026-04-14,N,Fashion,2025-02-21,customer1464@example.com,1,20,3,48,465,74470
CUST100623,M,57.0,Gyeonggi,Gold,3,86300.0,81800.0,4.0,2026-04-15,Y,Fashion,2024-07-20,customer623@example.com,1,50,1,47,681,27266
CUST101327,F,31.0,Daejeon,Silver,9,120300.0,358000.0,2.4,2026-05-16,Y,Beauty,2025-08-19,customer1327@example.com,1,30,2,16,286,39777
CUST101424,F,35.0,Gyeonggi,Gold,7,179700.0,509700.0,4.0,2026-05-11,Y,Sports,2024-10-29,customer1424@example.com,1,30,2,21,580,72814
CUST100491,M,40.0,Seoul,Silver,8,55500.0,186000.0,3.2,2026-05-24,N,Food,2021-10-15,customer491@example.com,0,40,2,8,1690,23250
CUST100568,F,31.0,Daegu,Silver,11,246700.0,734700.0,2.7,2026-03-05,Y,Electronics,2023-11-15,customer568@example.com,0,30,3,88,929,66790
CUST101082,F,41.0,Daejeon,Basic,11,140700.0,415700.0,3.7,2026-04-06,Y,Fashion,2021-07-24,customer1082@example.com,1,40,2,56,1773,37790
CUST100964,F,44.0,Gwangju,Basic,13,147600.0,720100.0,2.2,2026-06-26,N,Electronics,2021-06-11,customer964@example.com,1,40,3,-25,1816,55392
CUST100470,F,49.0,Seoul,Basic,8,94900.0,275000.0,2.9,2026-05-22,N,Electronics,2021-01-12,customer470@example.com,0,40,2,10,1966,34375
CUST101084,F,43.0,Gyeonggi,Gold,8,85700.0,246100.0,3.2,2026-04-18,N,Fashion,2021-06-26,customer1084@example.com,1,40,2,44,1801,30762
CUST100293,M,44.0,Gyeonggi,Basic,10,201600.0,387200.0,4.5,2026-06-24,N,Electronics,2025-05-06,customer293@example.com,0,40,2,-23,391,38720
CUST101334,M,32.0,Busan,Basic,9,117500.0,142300.0,3.7,2026-04-03,Y,Beauty,2024-01-16,customer1334@example.com,1,30,1,59,867,15811
CUST100074,M,54.0,Seoul,Basic,8,112300.0,220000.0,4.1,2026-05-28,Y,Home,2021-02-13,customer74@example.com,1,50,2,4,1934,27500
CUST100784,F,37.0,Seoul,Basic,13,132500.0,583000.0,3.7,2026-05-05,N,Food,2020-07-11,customer784@example.com,1,30,3,27,2151,44846
CUST100005,M,35.0,Gyeonggi,Gold,9,117500.0,697200.0,3.8,2026-05-15,Y,Electronics,2020-10-26,customer5@example.com,1,30,3,17,2044,77466
CUST101446,F,41.0,Daegu,Gold,10,131800.0,363600.0,4.5,2026-03-09,N,Sports,2022-12-07,customer1446@example.com,1,40,2,84,1272,36360
CUST100144,M,50.0,Seoul,Basic,7,67300.0,123400.0,3.5,2026-06-16,N,Fashion,2020-07-16,customer144@example.com,1,50,1,-15,2146,17628
CUST100105,M,51.0,Seoul,Basic,9,150300.0,469800.0,1.4,2026-03-15,Y,Fashion,2020-09-07,customer105@example.com,1,50,2,78,2093,52200
CUST101489,M,35.0,Seoul,Silver,10,94500.0,522200.0,4.0,2026-06-12,Y,Fashion,2025-09-29,customer1489@example.com,1,30,2,-11,245,52220
CUST100170,F,39.0,Incheon,Silver,12,48700.0,388300.0,2.7,2026-03-16,N,Fashion,2023-05-02,customer170@example.com,0,30,2,77,1126,32358
CUST101055,F,50.0,Daegu,Basic,9,85300.0,252800.0,3.5,2026-03-23,Y,Fashion,2025-04-12,customer1055@example.com,1,50,2,70,415,28088
CUST100604,F,35.0,Daegu,Silver,8,159500.0,713700.0,2.4,2026-05-18,N,Beauty,2021-03-08,customer604@example.com,0,30,3,14,1911,89212
CUST100230,M,31.0,Incheon,Basic,9,110700.0,506600.0,3.1,2026-06-27,Y,Beauty,2021-06-10,customer230@example.com,1,30,2,-26,1817,56288
CUST101062,M,36.0,Seoul,Silver,5,168700.0,347400.0,3.0,2026-05-27,Y,Electronics,2024-02-14,customer1062@example.com,0,30,2,5,838,69480
CUST101331,M,33.0,Daegu,Gold,7,195100.0,614500.0,2.4,2026-04-02,Y,Fashion,2025-07-02,customer1331@example.com,0,30,3,60,334,87785
CUST100066,M,22.0,Gwangju,Gold,7,117500.0,391700.0,4.4,2026-05-17,Y,Fashion,2020-08-18,customer66@example.com,1,20,2,15,2113,55957
CUST101134,F,28.0,Gwangju,Gold,4,99200.0,103000.0,3.9,2026-03-17,Y,Food,2025-04-06,customer1134@example.com,0,20,1,76,421,25750
CUST100295,M,37.0,Gyeonggi,Basic,4,33300.0,67900.0,3.6,2026-03-08,Y,Home,2022-05-15,customer295@example.com,1,30,1,85,1478,16975
CUST101312,F,26.0,Seoul,Basic,12,129500.0,595500.0,3.3,2026-06-10,N,Food,2023-07-08,customer1312@example.com,0,20,3,-9,1059,49625
CUST101031,F,47.0,Seoul,Silver,8,143900.0,145500.0,4.8,2026-05-15,Y,Electronics,2024-08-12,customer1031@example.com,1,40,1,17,658,18187
CUST100743,F,30.0,Gyeonggi,Silver,9,80700.0,340500.0,2.8,2026-03-17,Y,Fashion,2021-10-15,customer743@example.com,0,30,2,76,1690,37833
CUST100451,F,42.0,Seoul,Basic,10,119800.0,406300.0,3.7,2026-05-17,Y,Electronics,2020-07-23,customer451@example.com,1,40,2,15,2139,40630
CUST100942,F,43.0,Daejeon,Basic,7,62500.0,229400.0,4.6,2026-05-18,N,Sports,2024-04-25,customer942@example.com,1,40,2,14,767,32771
CUST100579,M,49.0,Seoul,Basic,6,107000.0,100300.0,4.0,2026-04-29,N,Electronics,2022-05-27,customer579@example.com,0,40,1,33,1466,16716
CUST100773,F,25.0,Seoul,Basic,8,109200.0,189800.0,3.4,2026-03-19,N,Fashion,2022-12-05,customer773@example.com,0,20,2,74,1274,23725
CUST100716,M,37.0,Seoul,Gold,9,185600.0,350400.0,3.6,2026-02-14,Y,Home,2024-08-11,customer716@example.com,1,30,2,107,659,38933
CUST101463,M,18.0,Daejeon,Basic,8,59800.0,197800.0,2.5,2026-05-13,Y,Fashion,2024-09-24,customer1463@example.com,0,10,2,19,615,24725
CUST100398,M,44.0,Gyeonggi,Gold,8,192900.0,416300.0,4.2,2026-04-26,Y,Beauty,2025-06-11,customer398@example.com,1,40,2,36,355,52037
CUST100478,F,40.0,Seoul,Basic,10,121900.0,215200.0,3.7,2026-05-24,N,Beauty,2024-01-08,customer478@example.com,0,40,2,8,875,21520
CUST101255,F,39.0,Gyeonggi,Basic,3,63700.0,67100.0,3.9,2026-05-06,Y,Home,2021-09-25,customer1255@example.com,0,30,1,26,1710,22366
CUST100095,M,48.0,Busan,Silver,8,64700.0,214200.0,5.0,2026-03-05,Y,Sports,2025-07-27,customer95@example.com,0,40,2,88,309,26775
CUST100634,F,41.0,Incheon,Vip,2,136000.0,137400.0,5.0,2026-03-27,Y,Home,2021-08-19,customer634@example.com,1,40,1,66,1747,68700
CUST100407,F,48.0,Seoul,Gold,17,143500.0,373200.0,4.0,2025-10-16,N,Electronics,2024-01-10,customer407@example.com,0,40,2,228,873,21952
CUST101249,F,43.0,Gwangju,Silver,7,123400.0,499900.0,4.5,2025-10-20,N,Electronics,2024-10-25,customer1249@example.com,0,40,2,224,584,71414
CUST101455,F,38.0,Seoul,Silver,7,102500.0,93900.0,4.4,2026-05-09,N,Beauty,2022-03-30,customer1455@example.com,1,30,1,23,1524,13414
CUST101371,M,18.0,Seoul,Gold,12,194200.0,541800.0,3.1,2026-05-04,Y,Sports,2025-06-06,customer1371@example.com,1,10,3,28,360,45150
CUST101417,F,32.0,Gyeonggi,Gold,11,191600.0,400000.0,3.6,2026-04-26,N,Electronics,2025-03-03,customer1417@example.com,1,30,2,36,455,36363
CUST101051,F,32.0,Busan,Basic,7,98000.0,186200.0,3.5,2026-05-08,N,Electronics,2022-08-28,customer1051@example.com,0,30,2,24,1373,26600
CUST101005,F,52.0,Seoul,Silver,7,72300.0,149000.0,3.1,2026-05-13,N,Fashion,2022-05-07,customer1005@example.com,0,50,1,19,1486,21285
CUST100298,F,57.0,Gyeonggi,Silver,5,153200.0,308100.0,3.3,2026-05-11,N,Electronics,2023-04-11,customer298@example.com,0,50,2,21,1147,61620
CUST100139,F,50.0,Gwangju,Basic,9,47100.0,216000.0,4.6,2026-03-07,N,Sports,2025-10-02,customer139@example.com,1,50,2,86,242,24000
CUST101076,M,34.0,Seoul,Gold,6,148900.0,256900.0,2.7,2026-04-21,Y,Fashion,2025-01-12,customer1076@example.com,0,30,2,41,505,42816
CUST101003,M,51.0,Gwangju,Basic,12,100900.0,411100.0,3.7,2026-04-28,N,Home,2023-12-31,customer1003@example.com,0,50,2,34,883,34258
CUST100861,M,38.0,Gyeonggi,Basic,12,127900.0,839100.0,4.8,2026-02-25,N,Beauty,2024-05-23,customer861@example.com,0,30,3,96,739,69925
CUST101465,F,38.0,Daejeon,Gold,11,240700.0,637400.0,3.7,2026-05-18,Y,Electronics,2022-12-03,customer1465@example.com,1,30,3,14,1276,57945
CUST101482,M,18.0,Gwangju,Gold,9,150900.0,308900.0,3.6,2026-02-13,Y,Fashion,2023-07-04,customer1482@example.com,1,10,2,108,1063,34322
CUST100181,F,29.0,Gyeonggi,Vip,9,168200.0,192100.0,2.9,2026-04-30,Y,Home,2022-05-08,customer181@example.com,1,20,2,32,1485,21344
CUST100075,M,28.0,Incheon,Basic,11,213000.0,1060200.0,3.5,2026-06-17,N,Electronics,2025-08-19,customer75@example.com,1,20,3,-16,286,96381
CUST100969,M,52.0,Seoul,Basic,7,50700.0,109500.0,3.4,2026-04-30,N,Beauty,2022-07-07,customer969@example.com,1,50,1,32,1425,15642
CUST100545,F,50.0,Gyeonggi,Gold,12,94300.0,324800.0,3.7,2026-04-23,N,Fashion,2024-01-03,customer545@example.com,1,50,2,39,880,27066
CUST101236,M,29.0,Gyeonggi,Basic,7,85600.0,97400.0,3.8,2026-05-02,N,Beauty,2023-06-19,customer1236@example.com,1,20,1,30,1078,13914
CUST100787,F,40.0,Gyeonggi,Basic,15,134100.0,635400.0,3.1,2026-05-31,N,Sports,2024-12-25,customer787@example.com,0,40,3,1,523,42360
CUST100736,M,48.0,Daejeon,Vip,8,200700.0,443800.0,3.0,2026-01-18,Y,Food,2022-05-19,customer736@example.com,0,40,2,134,1474,55475
CUST101183,M,29.0,Seoul,Basic,11,78000.0,259800.0,3.8,2026-04-29,Y,Home,2023-06-01,customer1183@example.com,1,20,2,33,1096,23618
CUST100704,M,42.0,Seoul,Vip,9,217000.0,911500.0,4.5,2026-05-09,N,Beauty,2024-08-21,customer704@example.com,1,40,3,23,649,101277
CUST101180,F,48.0,Seoul,Silver,11,169300.0,633500.0,4.5,2026-03-20,N,Home,2022-02-15,customer1180@example.com,1,40,3,73,1567,57590
CUST101058,M,36.0,Gyeonggi,Basic,8,126000.0,288300.0,4.8,2026-04-30,N,Home,2021-10-11,customer1058@example.com,1,30,2,32,1694,36037
CUST101305,M,40.0,Seoul,Gold,5,123100.0,260100.0,4.8,2026-04-16,Y,Fashion,2025-07-18,customer1305@example.com,0,40,2,46,318,52020
CUST100578,F,50.0,Busan,Basic,10,65600.0,267600.0,4.1,2026-05-03,Y,Beauty,2024-02-28,customer578@example.com,0,50,2,29,824,26760
CUST100317,F,58.0,Seoul,Gold,13,116200.0,233500.0,3.2,2026-04-23,N,Food,2022-05-14,customer317@example.com,0,50,2,39,1479,17961
CUST100035,M,27.0,Seoul,Silver,11,232200.0,593000.0,3.7,2026-04-16,N,Electronics,2024-07-05,customer35@example.com,1,20,3,46,696,53909
CUST101024,F,47.0,Incheon,Basic,11,184700.0,673900.0,3.1,2026-05-25,N,Electronics,2022-10-23,customer1024@example.com,1,40,3,7,1317,61263
CUST101228,M,33.0,Gyeonggi,Gold,12,132700.0,346800.0,3.3,2026-06-01,Y,Sports,2023-12-27,customer1228@example.com,1,30,2,0,887,28900
CUST100366,F,55.0,Daejeon,Vip,15,246700.0,1060200.0,2.9,2026-04-01,N,Beauty,2021-03-23,customer366@example.com,1,50,3,61,1896,70680
CUST100121,F,40.0,Seoul,Basic,9,163200.0,344000.0,3.7,2026-05-20,N,Electronics,2021-07-08,customer121@example.com,0,40,2,12,1789,38222
CUST100052,F,41.0,Seoul,Silver,10,117500.0,253800.0,3.9,2026-01-22,Y,Beauty,2021-09-07,customer52@example.com,0,40,2,130,1728,25380
CUST101243,M,46.0,Gyeonggi,Basic,13,5000.0,28200.0,3.7,2026-06-01,N,Fashion,2024-01-30,customer1243@example.com,0,40,1,0,853,2169
CUST101248,M,48.0,Gyeonggi,Silver,8,46100.0,163100.0,2.8,2026-04-06,Y,Fashion,2023-08-19,customer1248@example.com,0,40,1,56,1017,20387
CUST100606,F,29.0,Gwangju,Basic,13,51100.0,113000.0,2.9,2026-06-08,N,Sports,2021-06-12,customer606@example.com,0,20,1,-7,1815,8692
CUST100779,F,37.0,Daejeon,Basic,15,75800.0,331800.0,3.5,2026-06-26,Y,Beauty,2021-01-29,customer779@example.com,1,30,2,-25,1949,22120
CUST101442,M,41.0,Seoul,Gold,7,189200.0,360100.0,4.6,2026-05-11,Y,Sports,2021-06-04,customer1442@example.com,1,40,2,21,1823,51442
CUST100648,F,34.0,Daegu,Basic,9,87100.0,170600.0,2.8,2026-04-20,N,Electronics,2025-10-28,customer648@example.com,1,30,1,42,216,18955
CUST100523,F,18.0,Gyeonggi,Basic,7,125900.0,423900.0,4.4,2026-04-01,N,Beauty,2024-09-18,customer523@example.com,0,10,2,61,621,60557
CUST101406,F,44.0,Gyeonggi,Basic,9,60500.0,125800.0,4.4,2026-05-27,N,Fashion,2025-02-24,customer1406@example.com,0,40,1,5,462,13977
CUST100370,F,23.0,Busan,Basic,6,151500.0,403300.0,3.8,2026-05-14,N,Electronics,2022-01-21,customer370@example.com,1,20,2,18,1592,67216
CUST100610,F,39.0,Gyeonggi,Basic,8,141100.0,575000.0,3.8,2026-05-11,N,Electronics,2025-12-10,customer610@example.com,1,30,3,21,173,71875
CUST100973,M,46.0,Gyeonggi,Gold,4,117500.0,159300.0,2.6,2026-04-17,N,Beauty,2022-08-27,customer973@example.com,0,40,1,45,1374,39825
CUST101390,F,22.0,Busan,Silver,11,135500.0,481500.0,3.3,2026-05-15,Y,Fashion,2024-03-04,customer1390@example.com,0,20,2,17,819,43772
CUST100761,M,39.0,Daegu,Basic,5,171300.0,328900.0,3.9,2026-03-08,N,Electronics,2022-10-24,customer761@example.com,1,30,2,85,1316,65780
CUST101090,M,47.0,Seoul,Basic,14,211500.0,1060200.0,2.3,2026-03-02,Y,Electronics,2024-06-20,customer1090@example.com,1,40,3,91,711,75728
CUST101291,M,46.0,Gyeonggi,Gold,10,200100.0,551700.0,4.8,2026-03-20,Y,Electronics,2023-09-27,customer1291@example.com,0,40,3,73,978,55170
CUST100730,F,63.0,Incheon,Silver,10,137600.0,499700.0,3.7,2026-01-27,N,Fashion,2021-12-28,customer730@example.com,0,60,2,125,1616,49970
CUST101286,F,18.0,Gwangju,Basic,11,99200.0,281400.0,3.5,2026-05-03,Y,Beauty,2025-06-12,customer1286@example.com,0,10,2,29,354,25581
CUST100462,F,39.0,Seoul,Basic,7,124800.0,255400.0,1.5,2026-04-26,N,Food,2025-11-28,customer462@example.com,0,30,2,36,185,36485
CUST100983,F,49.0,Seoul,Silver,9,181800.0,534600.0,3.9,2026-04-01,N,Electronics,2024-12-09,customer983@example.com,1,40,3,61,539,59400
CUST101299,M,54.0,Gyeonggi,Basic,11,48000.0,326100.0,3.6,2026-03-04,Y,Food,2024-04-15,customer1299@example.com,1,50,2,89,777,29645
CUST101085,M,39.0,Gwangju,Basic,5,110400.0,222500.0,3.2,2026-06-20,N,Food,2024-04-05,customer1085@example.com,0,30,2,-19,787,44500
CUST100867,F,46.0,Incheon,Basic,11,77000.0,270600.0,4.0,2026-04-24,Y,Beauty,2025-05-25,customer867@example.com,0,40,2,38,372,24600
CUST101462,F,49.0,Daegu,Vip,11,233100.0,1060200.0,3.7,2026-05-28,N,Fashion,2021-10-20,customer1462@example.com,1,40,3,4,1685,96381
CUST100297,F,55.0,Daejeon,Silver,16,117500.0,931000.0,3.3,2026-03-17,Y,Food,2024-02-09,customer297@example.com,0,50,3,76,843,58187
CUST100740,M,29.0,Daegu,Vip,4,146000.0,288800.0,4.9,2026-05-23,N,Sports,2023-10-05,customer740@example.com,1,20,2,9,970,72200
CUST101297,F,39.0,Gyeonggi,Basic,11,152100.0,346100.0,4.0,2026-02-18,N,Electronics,2024-04-14,customer1297@example.com,0,30,2,103,778,31463
CUST100401,F,49.0,Incheon,Silver,10,41000.0,178000.0,2.8,2026-05-14,Y,Food,2021-03-14,customer401@example.com,0,40,1,18,1905,17800
CUST100166,M,26.0,Incheon,Vip,11,162300.0,810800.0,3.8,2026-06-03,N,Food,2020-07-18,customer166@example.com,1,20,3,-2,2144,73709
CUST100618,F,29.0,Daejeon,Gold,12,185600.0,820900.0,3.0,2026-05-06,Y,Fashion,2023-04-08,customer618@example.com,1,20,3,26,1150,68408
CUST101174,F,25.0,Gyeonggi,Basic,12,100700.0,344600.0,4.4,2026-04-03,N,Home,2023-04-14,customer1174@example.com,0,20,2,59,1144,28716
CUST100136,F,40.0,Seoul,Gold,9,115800.0,320700.0,3.6,2026-01-06,N,Food,2021-09-26,customer136@example.com,0,40,2,146,1709,35633
CUST100376,F,47.0,Gyeonggi,Basic,12,82300.0,515200.0,3.2,2026-06-03,N,Beauty,2023-10-31,customer376@example.com,0,40,2,-2,944,42933
CUST101338,M,38.0,Gyeonggi,Silver,10,127400.0,336700.0,2.7,2026-05-24,N,Home,2024-03-20,customer1338@example.com,1,30,2,8,803,33670
CUST101429,F,34.0,Gyeonggi,Gold,8,158900.0,289300.0,2.8,2026-05-26,N,Beauty,2022-10-30,customer1429@example.com,0,30,2,6,1310,36162
CUST100744,M,37.0,Seoul,Basic,8,111900.0,222900.0,4.3,2026-05-11,N,Fashion,2025-08-17,customer744@example.com,1,30,2,21,288,27862
CUST100263,F,41.0,Gyeonggi,Basic,8,105600.0,108900.0,2.8,2026-01-02,Y,Sports,2023-03-17,customer263@example.com,0,40,1,150,1172,13612
CUST100755,F,42.0,Seoul,Silver,10,161300.0,368500.0,3.4,2026-05-10,N,Home,2025-03-05,customer755@example.com,0,40,2,22,453,36850
CUST100822,M,42.0,Seoul,Silver,13,239300.0,446200.0,4.6,2026-03-31,N,Food,2021-10-03,customer822@example.com,1,40,2,62,1702,34323
CUST100427,F,69.5,Daegu,Basic,7,20500.0,58100.0,4.0,2026-05-20,Y,Fashion,2024-09-08,customer427@example.com,1,60,1,12,631,8300
CUST101314,M,35.0,Seoul,Silver,14,67900.0,415600.0,4.7,2026-05-13,N,Fashion,2024-10-19,customer1314@example.com,1,30,2,19,590,29685
CUST100923,F,30.0,Seoul,Vip,12,212300.0,698700.0,3.9,2026-05-14,Y,Sports,2020-08-18,customer923@example.com,1,30,3,18,2113,58225
CUST100130,F,42.0,Incheon,Basic,15,126700.0,421700.0,4.2,2026-05-10,N,Sports,2023-09-20,customer130@example.com,1,40,2,22,985,28113
CUST101221,F,31.0,Incheon,Basic,10,79200.0,245200.0,3.2,2026-05-17,Y,Home,2025-05-18,customer1221@example.com,1,30,2,15,379,24520
CUST100093,M,47.0,Gyeonggi,Vip,7,177000.0,469500.0,4.5,2026-03-24,N,Sports,2020-12-15,customer93@example.com,1,40,2,69,1994,67071
CUST100663,F,36.0,Daejeon,Vip,10,246700.0,1060200.0,3.5,2026-05-07,Y,Food,2023-06-18,customer663@example.com,1,30,3,25,1079,106020
CUST100935,F,55.0,Daejeon,Basic,9,72300.0,314400.0,3.8,2026-04-15,N,Home,2024-06-21,customer935@example.com,1,50,2,47,710,34933
CUST101155,M,19.0,Daejeon,Gold,6,126900.0,221100.0,3.7,2026-06-24,N,Food,2023-05-07,customer1155@example.com,1,10,2,-23,1121,36850
CUST101363,F,47.0,Seoul,Basic,6,117500.0,99100.0,5.0,2025-07-21,Y,Food,2021-11-06,customer1363@example.com,0,40,1,315,1668,16516
CUST101253,F,47.0,Gyeonggi,Basic,8,15900.0,57600.0,4.9,2026-05-16,N,Home,2024-01-21,customer1253@example.com,0,40,1,16,862,7200
CUST100303,M,41.0,Seoul,Basic,11,56800.0,224500.0,4.2,2026-04-03,Y,Fashion,2025-07-24,customer303@example.com,1,40,2,59,312,20409
CUST100277,F,18.0,Gwangju,Gold,9,154000.0,275500.0,3.3,2026-01-15,Y,Sports,2021-05-30,customer277@example.com,1,10,2,137,1828,30611
CUST100348,F,49.0,Gyeonggi,Silver,2,55100.0,57500.0,3.2,2026-05-08,Y,Home,2020-08-26,customer348@example.com,0,40,1,24,2105,28750
CUST100013,F,45.0,Incheon,Gold,7,139200.0,130600.0,4.3,2026-05-19,N,Beauty,2022-04-18,customer13@example.com,0,40,1,13,1505,18657
CUST101362,F,41.0,Daegu,Silver,10,104600.0,477900.0,4.4,2026-05-10,Y,Home,2023-02-23,customer1362@example.com,1,40,2,22,1194,47790
CUST100199,F,53.0,Gyeonggi,Basic,9,87400.0,190800.0,3.8,2026-06-22,Y,Home,2021-11-26,customer199@example.com,0,50,2,-21,1648,21200
CUST101335,M,36.0,Daegu,Gold,9,92200.0,199100.0,4.2,2026-06-16,Y,Fashion,2025-01-18,customer1335@example.com,1,30,2,-15,499,22122
CUST101376,F,23.0,Daejeon,Vip,6,246700.0,284500.0,3.2,2026-03-30,N,Fashion,2024-10-12,customer1376@example.com,1,20,2,63,597,47416
CUST100733,F,48.0,Gyeonggi,Basic,10,34800.0,158000.0,3.7,2026-02-24,N,Fashion,2024-07-03,customer733@example.com,0,40,1,97,698,15800
CUST100687,F,31.0,Busan,Basic,7,41100.0,119000.0,4.3,2026-05-17,N,Fashion,2021-12-08,customer687@example.com,0,30,1,15,1636,17000
CUST100267,F,39.0,Busan,Basic,13,145200.0,479200.0,3.7,2026-02-24,Y,Beauty,2025-07-05,customer267@example.com,0,30,2,97,331,36861
CUST100396,F,57.0,Gyeonggi,Silver,10,83800.0,384300.0,4.9,2026-05-27,N,Food,2024-03-06,customer396@example.com,1,50,2,5,817,38430
CUST100871,F,24.0,Gwangju,Basic,10,66700.0,124800.0,2.4,2026-05-08,Y,Sports,2021-04-17,customer871@example.com,0,20,1,24,1871,12480
CUST100242,F,44.0,Gwangju,Basic,9,49600.0,87800.0,3.2,2026-06-09,N,Home,2022-01-03,customer242@example.com,0,40,1,-8,1610,9755
CUST100856,M,31.0,Seoul,Basic,5,42400.0,36100.0,3.8,2026-02-06,N,Home,2024-06-05,customer856@example.com,0,30,1,115,726,7220
CUST100645,F,45.0,Seoul,Silver,10,139200.0,425900.0,3.0,2026-04-21,N,Home,2023-04-10,customer645@example.com,1,40,2,41,1148,42590
CUST100818,M,39.0,Gyeonggi,Silver,7,166500.0,430100.0,2.4,2026-04-04,Y,Electronics,2020-09-08,customer818@example.com,1,30,2,58,2092,61442
CUST101308,M,33.0,Incheon,Basic,9,5000.0,17200.0,4.0,2026-05-31,N,Sports,2022-05-29,customer1308@example.com,0,30,1,1,1464,1911
CUST100217,M,36.0,Seoul,Silver,14,199000.0,1060200.0,3.2,2026-06-28,Y,Fashion,2024-05-05,customer217@example.com,1,30,3,-27,757,75728
CUST100940,F,33.0,Daejeon,Basic,10,81700.0,234800.0,3.0,2026-04-07,N,Fashion,2020-12-02,customer940@example.com,0,30,2,55,2007,23480
CUST100778,M,37.0,Incheon,Basic,10,64800.0,248800.0,2.7,2026-04-15,N,Fashion,2024-11-17,customer778@example.com,0,30,2,47,561,24880
CUST100020,M,53.0,Daegu,Silver,7,219100.0,383600.0,3.9,2026-03-27,N,Electronics,2022-12-04,customer20@example.com,0,50,2,66,1275,54800
CUST101103,M,19.0,Incheon,Silver,13,124400.0,221300.0,4.7,2026-05-07,N,Beauty,2021-09-26,customer1103@example.com,1,10,2,25,1709,17023
CUST100399,F,56.0,Gyeonggi,Basic,8,52500.0,227900.0,4.6,2026-01-17,N,Home,2021-10-12,customer399@example.com,1,50,2,135,1693,28487
CUST100726,F,53.0,Incheon,Basic,11,124700.0,359900.0,4.3,2026-04-11,Y,Beauty,2021-12-13,customer726@example.com,1,50,2,51,1631,32718
CUST101201,F,33.0,Busan,Silver,11,117500.0,716200.0,2.6,2026-06-21,N,Home,2021-09-10,customer1201@example.com,0,30,3,-20,1725,65109
CUST100328,M,39.0,Daegu,Silver,11,49300.0,258300.0,3.2,2026-04-18,Y,Fashion,2024-03-15,customer328@example.com,0,30,2,44,808,23481
CUST101457,F,35.0,Seoul,Silver,9,125400.0,261700.0,3.0,2026-03-25,N,Beauty,2021-01-20,customer1457@example.com,0,30,2,68,1958,29077
CUST100395,M,39.0,Seoul,Silver,10,138900.0,245800.0,5.0,2026-03-09,Y,Fashion,2025-06-02,customer395@example.com,0,30,2,84,364,24580
CUST101013,M,26.0,Gwangju,Basic,11,204700.0,886800.0,3.4,2026-06-08,Y,Electronics,2022-03-29,customer1013@example.com,0,20,3,-7,1525,80618
CUST100872,F,38.0,Busan,Basic,8,105600.0,439100.0,4.7,2026-03-13,Y,Electronics,2020-10-07,customer872@example.com,0,30,2,80,2063,54887
CUST101411,M,46.0,Daegu,Vip,6,192100.0,205800.0,3.1,2026-04-18,Y,Fashion,2025-03-20,customer1411@example.com,1,40,2,44,438,34300
CUST100244,M,32.0,Gyeonggi,Gold,12,209100.0,631900.0,3.7,2026-04-03,Y,Home,2024-11-09,customer244@example.com,1,30,3,59,569,52658
CUST101110,F,40.0,Gyeonggi,Silver,11,130800.0,424800.0,2.4,2026-03-04,Y,Fashion,2022-02-25,customer1110@example.com,0,40,2,89,1557,38618
CUST100531,F,32.0,Seoul,Silver,6,94100.0,179200.0,3.3,2026-04-05,Y,Fashion,2023-02-26,customer531@example.com,0,30,1,57,1191,29866
CUST100308,F,52.0,Busan,Basic,8,123600.0,251100.0,2.0,2026-04-25,Y,Electronics,2023-05-18,customer308@example.com,0,50,2,37,1110,31387
CUST101026,M,35.0,Incheon,Gold,12,213200.0,911600.0,4.7,2026-06-23,N,Food,2025-09-10,customer1026@example.com,1,30,3,-22,264,75966
CUST101235,F,36.0,Incheon,Silver,7,161200.0,555400.0,3.8,2026-04-03,N,Electronics,2025-09-23,customer1235@example.com,1,30,3,59,251,79342
CUST100750,M,28.0,Daejeon,Basic,4,109000.0,109000.0,3.6,2026-06-25,N,Home,2024-01-25,customer750@example.com,1,20,1,-24,858,27250
